Index,종목코드,종목명,시장구분,연도,결산월,업종,업종별 배당률,주식배당,현금배당_액면가,현금배당_주당배당금,현금배당_시가배당률,현금배당_배당성향,현금배당_기말주식수,현금배당_총배당금액,주가,배당횟수,총자산,장부가치 자기자본,세후영업이익,총자산변화율,총매출액,영업이익률,영업이익률 표준편차
8398.0,170920.0,엘티씨,KOSDAQ,2018.0,12.0,반도체,1.2,-,500,100,1.1,55.229,"7,519,943","731,790,000",9710.0,1.0,166985304342.0,91349847902 ,3315457176.0,16.0,96773496472.0,3.43,5.19
8399.0,170920.0,엘티씨,KOSDAQ,2019.0,12.0,반도체,0.85,-,500,100,0.8,58.543,"7,519,943","731,790,000",12650.0,1.0,172657779774.0,91927643282 ,3712004441.0,3.4,92053187716.0,4.03,4.5
8400.0,170920.0,엘티씨,KOSDAQ,2020.0,12.0,반도체,0.47,-,500,100,0.8,-16.917,"7,588,046","732,496,700",12350.0,1.0,165752112059.0,87783899474 ,4513263100.0,-4.0,94775793266.0,4.76,2.77
8401.0,171090.0,선익시스템,KOSDAQ,2018.0,12.0,반도체,1.2,-,500,100,1.4,16.818,"8,999,295","867,469,500",7550.0,1.0,116006785368.0,83933108967 ,8494074274.0,-1.54,117997698578.0,7.2,3.22
8402.0,171090.0,선익시스템,KOSDAQ,2019.0,12.0,반도체,0.85,-,500,100,1.3,12.057,"8,999,295","861,502,400",7870.0,1.0,120131791494.0,90625602592 ,11430479238.0,3.56,87647565810.0,13.04,3.07
8403.0,171090.0,선익시스템,KOSDAQ,2020.0,12.0,반도체,0.47,-,500,100,1.4,35.651,"8,999,295","826,029,100",7280.0,1.0,107497210758.0,90634240202 ,3677986506.0,-10.52,65640857994.0,5.6,3.56
8405.0,171120.0,라이온켐텍,KOSDAQ,2016.0,12.0,화학,0.56,-,500,200,0.97,18.228,"15,386,005","3,014,550,200",8278.0,1.0,127479259916.0,106711195602 ,18730324478.0,14.4,120686730331.0,15.52,2.03
8406.0,171120.0,라이온켐텍,KOSDAQ,2017.0,12.0,화학,0.65,-,500,300,2,110.403,"15,386,005","4,182,062,950",5954.0,1.0,125271866746.0,107616252845 ,8039825358.0,-1.73,131372664480.0,6.12,6.42
8407.0,171120.0,라이온켐텍,KOSDAQ,2018.0,12.0,화학,1.0,-,500,200,2,158.113,"15,386,005","2,972,533,200",3955.0,1.0,133717906522.0,102152330984 ,2807934015.0,6.74,137943446876.0,2.04,7.71
8408.0,171120.0,라이온켐텍,KOSDAQ,2019.0,12.0,화학,0.74,0.03,500,150,1.9,24.985,"18,358,538","2,675,192,250",3875.0,1.0,132849020190.0,109033913547 ,11533134593.0,-0.65,156075491387.0,7.39,6.82
8409.0,171120.0,라이온켐텍,KOSDAQ,2020.0,12.0,화학,0.51,-,500,200,2.6,46.188,"18,893,576","3,590,176,000",3780.0,1.0,137520124658.0,111366630111 ,15860299187.0,3.52,132570839358.0,11.96,5.24
8410.0,171120.0,라이온켐텍,KOSDAQ,2021.0,12.0,화학,0.41,-,500,200,2.4,36.676,"18,893,576","3,124,798,700",4155.0,2.0,140810272529.0,115893191429 ,9430758755.0,2.39,150416279224.0,6.27,3.55
8411.0,171120.0,라이온켐텍,KOSDAQ,2022.0,12.0,화학,0.56,-,500,200,2.7,35.316,"18,893,576","3,124,798,700",3505.0,1.0,151838026925.0,122550741605 ,10986424208.0,7.83,152000680610.0,7.23,3.53
8412.0,171120.0,라이온켐텍,KOSDAQ,2023.0,12.0,화학,0.48,-,500,100,3,50.608,"35,901,760","3,584,576,000",3360.0,1.0,170954344084.0,129206180950 ,7794782921.0,12.59,130782710870.0,5.96,2.42
8413.0,172670.0,에이엘티,KOSDAQ,2023.0,12.0,반도체,0.59,-,500,100,0.5,17.838,"8,960,259","896,025,900",22950.0,1.0,198032982891.0,107680749347 ,4895328861.0,7.7,47687929129.0,10.27,3.95
8414.0,173130.0,오파스넷,KOSDAQ,2021.0,12.0,소프트웨어,0.32,-,500,50,1.3,9.43,"11,860,430","587,589,600",3604.0,1.0,76887115863.0,29010050908 ,5796708441.0,50.97,121756063316.0,4.76,1.09
8415.0,173130.0,오파스넷,KOSDAQ,2022.0,12.0,소프트웨어,0.76,-,500,50,0.6,9.682,"11,860,430","587,589,600",7735.0,1.0,119291361210.0,35329323399 ,8523778870.0,55.15,170585406981.0,5.0,1.0
8416.0,173130.0,오파스넷,KOSDAQ,2023.0,12.0,소프트웨어,0.55,0.1,500,100,0.7,11.339,"11,860,430","1,186,043,000",11720.0,1.0,125993769991.0,46713504488 ,13950555536.0,5.62,224980562132.0,6.2,1.21
8418.0,174880.0,장원테크,KOSDAQ,2016.0,12.0,통신장비,0.55,-,500,200,2.2,13.29,"6,045,000","439,900,000",45600.0,1.0,100203874447.0,62948835832 ,5107268788.0,,101228633294.0,5.05,
8420.0,175330.0,JB금융지주,KOSPI,2016.0,12.0,기타금융,1.23,-,"5,000",50,0.9,3.85,"155,439,423","7,771,971,150",5780.0,,,,,,,,
8421.0,175330.0,JB금융지주,KOSPI,2017.0,12.0,기타금융,0.75,-,"5,000",100,1.6,5.78,"155,439,423","15,284,641,200",6070.0,,,,,,,,
8422.0,175330.0,JB금융지주,KOSPI,2018.0,12.0,기타금융,1.01,-,"5,000",180,3.2,10.897,"196,982,894","34,981,933,680",5700.0,,,,,,,,
8423.0,175330.0,JB금융지주,KOSPI,2019.0,12.0,기타금융,1.05,-,"5,000",300,5.3,16.099,"196,982,894","58,303,222,800",5490.0,,,,,,,,
8424.0,175330.0,JB금융지주,KOSPI,2020.0,12.0,기타금융,1.04,-,"5,000",374,6.3,18.597,"196,982,894","72,684,684,050",5640.0,,,,,,,,
8425.0,175330.0,JB금융지주,KOSPI,2021.0,12.0,기타금융,1.34,-,"5,000",599,6.9,22.156,"196,982,894","116,412,100,925",8350.0,,,,,,,,
8426.0,175330.0,JB금융지주,KOSPI,2022.0,12.0,기타금융,1.62,-,"5,000",835,9.9,26.248,"196,982,894","162,277,302,625",7890.0,,,,,,,,
8427.0,175330.0,JB금융지주,KOSPI,2023.0,12.0,기타금융,0.34,-,"5,000",855,6.5,27.172,"196,982,894","164,098,429,140",11390.0,,,,,,,,
8428.0,177350.0,베셀,KOSDAQ,2016.0,12.0,반도체,0.62,-,500,100,1.6,26.731,"11,192,368","1,119,236,800",1941.0,1.0,76210812268.0,42383301781 ,2177551253.0,13.31,44002936387.0,4.95,7.15
8429.0,177350.0,베셀,KOSDAQ,2017.0,12.0,반도체,0.54,-,500,150,2.3,33.036,"11,192,368","1,655,749,350",2025.0,1.0,97668551274.0,45268384251 ,10314693700.0,28.16,80643960783.0,12.79,5.3
8430.0,177350.0,베셀,KOSDAQ,2018.0,12.0,반도체,1.2,-,500,100,2.2,83.368,"11,192,368","1,067,949,100",1242.0,1.0,85246112793.0,30541684761 ,2628817206.0,-12.72,75788383757.0,3.47,5.72
8431.0,177830.0,파버나인,KOSDAQ,2022.0,12.0,전기·전자,0.38,-,500,100,2.6,17.339,"14,288,753","1,263,827,400",3730.0,1.0,142639644920.0,76978354235 ,11153346696.0,4.21,118037938315.0,9.45,5.26
8432.0,177830.0,파버나인,KOSDAQ,2023.0,12.0,전기·전자,0.23,-,500,70,2,600.989,"14,288,753","877,443,840",3450.0,1.0,131198650363.0,74253031095 ,1691733621.0,-8.02,120684709193.0,1.4,5.33
8433.0,178320.0,서진시스템,KOSDAQ,2017.0,12.0,통신장비,0.26,-,500,100,0.29,9.903,"6,248,737","624,873,700",8001.0,1.0,259231951962.0,121296131822 ,17846981952.0,,237945883574.0,7.5,
8434.0,178320.0,서진시스템,KOSDAQ,2018.0,12.0,통신장비,0.43,-,500,200,1.3,11.195,"9,050,333","3,620,133,200",8686.0,1.0,437784811300.0,221666208882 ,36869438071.0,68.88,324577035824.0,11.36,2.73
8435.0,178320.0,서진시스템,KOSDAQ,2019.0,12.0,통신장비,0.34,-,500,300,1,11.085,"18,100,666","5,430,199,800",14418.0,1.0,563040745560.0,266892871493 ,54397093747.0,28.61,392360900500.0,13.86,3.2
8436.0,178320.0,서진시스템,KOSDAQ,2021.0,12.0,통신장비,0.28,-,500,300,0.7,14.6,"18,790,321","5,637,096,300",21627.0,1.0,1050009449283.0,360183200497 ,57999788641.0,51.72,606146777369.0,9.57,4.68
8438.0,178920.0,PI첨단소재,KOSPI,2016.0,12.0,화학,0.56,-,500,450,3.1,62.994,"29,366,322","13,214,844,900",14000.0,1.0,307540030126.0,228551182471 ,32331967096.0,13.99,153056952120.0,21.12,0.08
8439.0,178920.0,PI첨단소재,KOSPI,2018.0,12.0,화학,1.0,-,500,830,2.6,69.672,"29,366,322","24,374,047,260",33200.0,1.0,372365385062.0,258714318301 ,60533437916.0,9.15,245472562183.0,24.66,1.96
8440.0,178920.0,PI첨단소재,KOSPI,2019.0,12.0,화학,0.74,-,500,315,0.9,52.209,"29,366,322","9,250,391,430",35000.0,1.0,392965082107.0,251285863325 ,33602431093.0,5.53,223682314032.0,15.02,3.9
8441.0,178920.0,PI첨단소재,KOSPI,2020.0,12.0,화학,0.51,-,500,711,2,50.042,"29,366,322","20,879,454,942",37000.0,1.0,404031458892.0,282886689357 ,60009434293.0,2.82,261788779258.0,22.92,3.97
8442.0,178920.0,PI첨단소재,KOSPI,2021.0,12.0,화학,1.1,-,500,"1,090",2.1,50.015,"29,366,322","32,009,290,980",55100.0,1.0,472959621758.0,325888935950 ,75857968702.0,17.06,301868719484.0,25.13,4.23
8443.0,178920.0,PI첨단소재,KOSPI,2022.0,12.0,화학,2.41,-,500,779,2.6,50.047,"29,366,322","22,876,364,838",28900.0,1.0,498996615717.0,341453216519 ,52135089760.0,5.51,276440430491.0,18.86,4.3
8444.0,179290.0,엠아이텍,KOSDAQ,2018.0,12.0,의료·정밀기기,0.56,-,500,50,1.6,390.014,"30,423,558","1,521,052,900",3230.0,1.0,49258408401.0,44768134316 ,5059761422.0,,29599152901.0,17.09,
8445.0,179290.0,엠아이텍,KOSDAQ,2019.0,12.0,의료·정밀기기,0.5,-,500,50,1.2,41.513,"30,423,558","1,521,052,900",4200.0,1.0,57312609542.0,48261828652 ,3371321113.0,16.35,32654539253.0,10.32,4.79
8446.0,179290.0,엠아이텍,KOSDAQ,2020.0,12.0,의료·정밀기기,0.36,-,500,60,1.4,27.99,"31,183,148","1,870,838,880",4585.0,1.0,68083830570.0,55403910136 ,6505924587.0,18.79,40203173509.0,16.18,3.67
8447.0,179290.0,엠아이텍,KOSDAQ,2021.0,12.0,의료·정밀기기,0.32,-,500,80,1.5,20.333,"31,509,018","2,489,721,440",5400.0,1.0,78525158129.0,64760890741 ,13209441961.0,15.34,50258893851.0,26.28,6.6
8448.0,179290.0,엠아이텍,KOSDAQ,2022.0,12.0,의료·정밀기기,0.49,-,500,120,1.1,20.104,"32,079,008","3,849,480,960",11100.0,1.0,94048534813.0,83547970589 ,20329553647.0,19.77,60662419171.0,33.51,9.17
8449.0,179290.0,엠아이텍,KOSDAQ,2023.0,12.0,의료·정밀기기,0.46,-,500,80,1.2,20.175,"32,275,678","2,582,054,240",6760.0,1.0,98840835149.0,92937461081 ,14066004271.0,5.1,46387389200.0,30.32,9.77
8450.0,179900.0,유티아이,KOSDAQ,2017.0,12.0,IT부품,0.53,-,500,190,0.99,9.399,"5,332,145","1,013,107,550",6469.0,1.0,70113010094.0,55174384812 ,14753642128.0,,50909071718.0,28.98,
8451.0,179900.0,유티아이,KOSDAQ,2018.0,12.0,IT부품,0.56,-,500,100,1.8,24.19,"15,864,895","1,560,033,400",5680.0,1.0,77731151847.0,59546015824 ,8046010203.0,10.87,47977085898.0,16.77,8.63
8452.0,179900.0,유티아이,KOSDAQ,2019.0,12.0,IT부품,0.62,-,500,100,0.6,31.647,"15,864,895","1,556,407,300",18500.0,1.0,82836836664.0,61878812196 ,6335967325.0,6.57,63087225111.0,10.04,9.6
8453.0,179900.0,유티아이,KOSDAQ,2020.0,12.0,IT부품,0.51,-,500,100,0.57,285.691,"16,206,895","1,574,159,300",18250.0,1.0,91244372105.0,58263902522 ,768679424.0,10.15,59605293941.0,1.29,11.68
8454.0,179900.0,유티아이,KOSDAQ,2021.0,12.0,IT부품,0.36,-,500,50,0.34,62.001,"16,206,895","789,888,650",16000.0,1.0,93688772373.0,60725089760 ,-2221320479.0,2.68,45199738788.0,-4.91,13.26
8456.0,180640.0,한진칼,KOSPI,2017.0,12.0,기타금융,0.75,-,"2,500",125,0.7,3.263,"59,170,458","7,475,849,675",18300.0,1.0,2775783759727.0,1713530152792 ,115286000000.0,34.61,1149657255468.0,10.03,0.16
8457.0,180640.0,한진칼,KOSPI,2018.0,12.0,기타금융,1.01,-,"2,500",300,0.9,-101.509,"59,170,458","17,923,477,025",29800.0,1.0,2850066743347.0,1723929144995 ,108792000000.0,2.68,1304892514563.0,8.34,0.89
8458.0,180640.0,한진칼,KOSPI,2019.0,12.0,운송·창고,1.02,-,"2,500",255,0.6,-5.879,"59,170,458","15,236,940,515",40000.0,1.0,2693659191237.0,1420677426101 ,-3881273804.0,-5.49,1203497716660.0,-0.32,4.53
8459.0,180640.0,한진칼,KOSPI,2022.0,12.0,운송·창고,1.35,-,"2,500",170,0.4,1.731,"66,761,796","11,418,965,085",37450.0,1.0,3915077621174.0,2576057186684 ,14487192387.0,4.27,200336082220.0,7.23,31.34
8460.0,180640.0,한진칼,KOSPI,2023.0,12.0,운송·창고,2.66,-,"2,500",300,0.4,5.168,"66,762,279","20,069,018,825",72800.0,1.0,3784921894235.0,2853875519764 ,42843084229.0,-3.32,275726817725.0,15.54,32.96
8461.0,181710.0,엔에이치엔,KOSPI,2023.0,12.0,일반서비스,0.87,-,500,500,2.1,-72.975,"34,936,682","16,852,890,000",23350.0,1.0,3449677276360.0,1989792118929 ,55598405513.0,14.03,2269614866943.0,2.45,1.97
8463.0,183190.0,아세아시멘트,KOSPI,2016.0,12.0,비금속,1.33,-,"5,000","1,500",2.1,11.601,"3,295,809","4,941,723,000",7147.0,1.0,850532588855.0,664842263332 ,56975798773.0,5.09,455724888278.0,12.5,0.31
8464.0,183190.0,아세아시멘트,KOSPI,2017.0,12.0,비금속,1.62,-,"5,000","1,500",1.3,8.923,"3,295,809","4,941,723,000",11000.0,1.0,906380756339.0,697306633975 ,53220127166.0,6.57,461167085734.0,11.54,0.72
8465.0,183190.0,아세아시멘트,KOSPI,2018.0,12.0,비금속,2.41,-,"5,000","1,500",1.45,33.954,"3,895,809","5,841,723,000",10350.0,1.0,1928711184462.0,785942840120 ,79193662571.0,112.79,843763220025.0,9.39,1.58
8466.0,183190.0,아세아시멘트,KOSPI,2019.0,12.0,비금속,3.32,-,"5,000","1,500",1.97,20.22,"3,895,809","5,841,723,000",7600.0,1.0,1915960050672.0,805968191638 ,80843087437.0,-0.66,836810452048.0,9.66,1.62
8467.0,183190.0,아세아시멘트,KOSPI,2020.0,12.0,비금속,2.01,-,"5,000","1,250",1.73,19.409,"3,895,809","4,868,102,500",7250.0,1.0,1901368870442.0,823582493564 ,75305385497.0,-0.76,787547395550.0,9.56,1.41
8468.0,183190.0,아세아시멘트,KOSPI,2021.0,12.0,비금속,1.8,-,"5,000","2,250",1.83,8.832,"3,895,809","8,762,584,500",12200.0,1.0,2037322290483.0,919588622684 ,128647000000.0,7.15,892569417094.0,14.41,2.14
8469.0,183190.0,아세아시멘트,KOSPI,2022.0,12.0,비금속,2.01,-,500,225,2.32,13.712,"38,958,090","8,762,584,500",9260.0,1.0,2040009732425.0,978682286906 ,117971000000.0,0.13,1040145906143.0,11.34,2.13
8470.0,183190.0,아세아시멘트,KOSPI,2023.0,12.0,비금속,4.51,-,500,255,2.41,10.883,"38,958,090","9,733,639,470",10490.0,2.0,2120387915763.0,1049123493376 ,146887000000.0,3.94,1200454909494.0,12.24,2.01
8471.0,183300.0,코미코,KOSDAQ,2016.0,12.0,기타,1.0,-,-,462,-,30.045,-,"3,234,000,000",,0.0,93196638840.0,40170715782 ,17731029605.0,,93983099201.0,18.87,
8472.0,183300.0,코미코,KOSDAQ,2017.0,12.0,반도체,0.54,-,500,330,1.3,15.389,"8,775,000","2,895,750,000",25650.0,1.0,121072950205.0,71966198811 ,26493471862.0,29.91,125056374194.0,21.19,1.64
8473.0,183300.0,코미코,KOSDAQ,2018.0,12.0,반도체,1.2,-,500,400,1.9,11.59,"8,775,000","3,510,000,000",21350.0,1.0,232717204876.0,99678975484 ,40559050943.0,92.21,166567372055.0,24.35,2.75
8474.0,183300.0,코미코,KOSDAQ,2019.0,12.0,반도체,0.85,-,500,400,1.5,15.384,"8,775,000","3,510,000,000",27900.0,1.0,292076428000.0,122130422503 ,34516950100.0,25.51,173461446037.0,19.9,2.38
8475.0,183300.0,코미코,KOSDAQ,2020.0,12.0,반도체,0.47,-,500,350,0.8,14.938,"9,987,721","3,482,603,600",49950.0,1.0,315096092801.0,169503235015 ,35580989385.0,7.88,200828350060.0,17.72,2.55
8476.0,183300.0,코미코,KOSDAQ,2021.0,12.0,반도체,0.42,-,500,550,0.8,11.645,"10,020,447","5,490,662,100",67100.0,1.0,376087006270.0,222018078607 ,58833840737.0,19.36,257041930051.0,22.89,2.58
8477.0,183300.0,코미코,KOSDAQ,2022.0,12.0,반도체,0.96,-,500,"1,000",2.2,23.687,"10,020,447","9,940,569,000",43100.0,1.0,387796504542.0,257666575978 ,55397524906.0,3.11,288376003971.0,19.21,2.73
8478.0,183300.0,코미코,KOSDAQ,2023.0,12.0,반도체,0.59,-,500,400,0.6,9.124,"10,460,684","4,152,322,400",64500.0,1.0,593902816913.0,287980197096 ,33028446745.0,53.15,307266896921.0,10.75,4.52
8479.0,184230.0,SGA솔루션즈,KOSDAQ,2017.0,12.0,소프트웨어,0.63,0.05,100,15,0.5,21.416,"31,418,992","475,649,025",2204.0,1.0,83033096139.0,50443505452 ,3852438574.0,-11.55,55343524896.0,6.96,10.96
8481.0,185750.0,종근당,KOSPI,2016.0,12.0,제약,0.49,-,"2,500",900,0.9,20.67,"9,409,050","8,463,349,800",71879.0,1.0,641698870445.0,354250381441 ,61249544720.0,11.35,831985529732.0,7.36,0.11
8482.0,185750.0,종근당,KOSPI,2017.0,12.0,제약,0.25,-,"2,500",900,0.7,15.752,"9,409,050","8,463,349,800",95265.0,1.0,677205334901.0,403294971967 ,77764992125.0,5.53,884362807619.0,8.79,0.87
8483.0,185750.0,종근당,KOSPI,2018.0,12.0,제약,0.19,-,"2,500",900,0.8,21.195,"9,879,236","8,838,972,000",77035.0,1.0,711494874195.0,430899570694 ,75739894248.0,5.06,956218889275.0,7.92,0.72
8484.0,185750.0,종근당,KOSPI,2019.0,12.0,제약,0.21,-,"2,500",900,0.9,17.512,"10,370,290","9,277,124,400",76879.0,1.0,801352143165.0,474953230971 ,74575612760.0,12.63,1079337661993.0,6.91,0.74
8485.0,185750.0,종근당,KOSPI,2020.0,12.0,제약,0.11,-,"2,500","1,000",0.4,11.955,"10,885,685","10,808,292,000",188192.0,1.0,946333120173.0,551592777889 ,123936000000.0,18.09,1303005524392.0,9.51,1.06
8486.0,185750.0,종근당,KOSPI,2021.0,12.0,제약,0.12,-,"2,500","1,000",0.8,26.534,"11,426,099","11,238,797,000",96619.0,1.0,1046700072179.0,565809643395 ,94758694014.0,10.61,1343559362914.0,7.05,1.12
8487.0,185750.0,종근당,KOSPI,2022.0,12.0,제약,0.29,-,"2,500","1,000",1.1,14.515,"11,988,038","11,608,529,000",74846.0,1.0,1124882797791.0,621288802025 ,109906000000.0,7.47,1488344728646.0,7.38,1.06
8488.0,185750.0,종근당,KOSPI,2023.0,12.0,제약,0.23,-,"2,500","1,100",0.8,6.241,"12,568,464","13,331,034,200",125045.0,1.0,1402428435512.0,815635168749 ,246599000000.0,24.67,1669404438769.0,14.77,3.33
8489.0,187270.0,신화콘텍,KOSDAQ,2017.0,12.0,IT부품,0.53,0.02,500,20,0.4,3.169,"9,948,613","195,232,900",5100.0,1.0,89470578990.0,52616090137 ,9883751028.0,25.74,55347068905.0,17.86,10.83
8490.0,187270.0,신화콘텍,KOSDAQ,2023.0,12.0,IT부품,0.66,-,500,50,1.1,11.82,"10,143,845","459,929,650",4615.0,1.0,94493681711.0,60816959294 ,4913326276.0,2.27,51942907903.0,9.46,4.77
8491.0,187790.0,나노,KOSDAQ,2018.0,12.0,화학,1.0,-,500,20,1.04,-102.137,"23,851,615","476,978,220",1915.0,1.0,108261294555.0,59465317408 ,2193238160.0,18.22,81942719032.0,2.68,18.1
8492.0,187870.0,디바이스이엔지,KOSDAQ,2017.0,12.0,반도체,0.54,-,500,140,1.3,12.613,"6,782,000","949,480,000",9722.0,1.0,79756897768.0,48913538448 ,10923188760.0,,115287774436.0,9.47,
8493.0,187870.0,디바이스이엔지,KOSDAQ,2018.0,12.0,반도체,1.2,-,500,185,2.4,8.57,"6,782,000","1,193,671,800",7739.0,1.0,74549362838.0,60790641303 ,16337228297.0,-6.53,93160425174.0,17.54,5.71
8494.0,187870.0,디바이스이엔지,KOSDAQ,2020.0,12.0,반도체,0.47,-,500,600,1.3,13.717,"7,036,609","4,169,271,600",51700.0,1.0,157523351736.0,98811720764 ,43714286741.0,45.87,126172726712.0,34.65,11.7
8495.0,187870.0,디바이스이엔지,KOSDAQ,2021.0,12.0,반도체,0.42,-,500,450,1.5,9.942,"7,036,609","3,126,953,700",30200.0,1.0,186254579847.0,129388958276 ,35803534235.0,18.24,125067663773.0,28.63,11.2
8496.0,187870.0,디바이스이엔지,KOSDAQ,2022.0,12.0,반도체,0.96,-,500,210,1.5,13.356,"7,036,609","1,442,395,920",13850.0,1.0,168346505764.0,134426040356 ,13323082965.0,-9.61,72739749682.0,18.32,9.7
8497.0,187870.0,디바이스이엔지,KOSDAQ,2023.0,12.0,반도체,0.59,-,500,100,0.7,9.425,"7,036,609","678,314,800",14750.0,1.0,182603983732.0,138504394586 ,4309204331.0,8.47,57152091930.0,7.54,11.65
8498.0,189300.0,인텔리안테크,KOSDAQ,2016.0,12.0,전기·전자,0.71,-,500,100,0.68,11.602,"7,165,110","716,511,000",15039.0,1.0,98174987749.0,63344927668 ,7385544285.0,,77790620465.0,9.49,
8499.0,189300.0,인텔리안테크,KOSDAQ,2017.0,12.0,전기·전자,0.78,-,500,100,0.7,20.561,"7,217,437","702,164,800",13420.0,1.0,108632479495.0,64452369471 ,7020257779.0,10.65,83722394571.0,8.39,0.78
8500.0,189300.0,인텔리안테크,KOSDAQ,2018.0,12.0,전기·전자,0.77,-,500,100,0.7,7.59,"7,240,944","702,339,200",12216.0,1.0,129430896093.0,74480279101 ,10303612633.0,19.15,109807238360.0,9.38,0.61
8501.0,189300.0,인텔리안테크,KOSDAQ,2019.0,12.0,전기·전자,0.5,-,500,100,0.3,9.152,"7,540,502","733,190,100",33179.0,1.0,137340954489.0,78355836708 ,7138728770.0,6.11,117971769760.0,6.05,1.6
8502.0,189300.0,인텔리안테크,KOSDAQ,2020.0,12.0,전기·전자,0.36,-,500,100,0.2,126.469,"7,561,338","729,724,200",48311.0,1.0,152810967587.0,76683601556 ,3248069243.0,11.26,110104515277.0,2.95,2.77
8503.0,189300.0,인텔리안테크,KOSDAQ,2021.0,12.0,전기·전자,0.23,-,500,100,0.1,14.891,"9,183,669","892,290,600",89064.0,1.0,261474930913.0,161998338044 ,2230007517.0,71.11,137999647178.0,1.62,3.36
8504.0,189300.0,인텔리안테크,KOSDAQ,2022.0,12.0,전기·전자,0.38,-,500,100,0.1,5.581,"9,183,669","894,517,000",65830.0,1.0,370377135519.0,178704301467 ,15342554581.0,41.65,239465349593.0,6.41,3.06
8505.0,189300.0,인텔리안테크,KOSDAQ,2023.0,12.0,전기·전자,0.23,-,500,100,0.1,19.002,"10,733,334","1,051,166,700",72500.0,1.0,453689167828.0,275032308474 ,10725550527.0,22.49,305042847051.0,3.52,2.06
8507.0,189690.0,포시에스,KOSDAQ,2016.0,6.0,소프트웨어,1.28,0.05,500,100,1.2,14.816,"6,522,975","629,842,200",1851.0,1.0,43237590906.0,41866357254 ,4304273696.0,3.86,14013008613.0,30.72,0.78
8508.0,189690.0,포시에스,KOSDAQ,2017.0,6.0,소프트웨어,0.7,0.05,500,100,1.2,31.995,"6,837,896","661,334,300",1462.0,1.0,44277040214.0,43295733035 ,2010539261.0,2.4,12824101985.0,15.68,9.02
8509.0,189690.0,포시에스,KOSDAQ,2018.0,6.0,소프트웨어,0.72,0.05,500,100,1.3,10.993,"7,168,563","694,401,000",1460.0,1.0,51147861600.0,49077948834 ,4077494668.0,15.52,18083164457.0,22.55,7.57
8510.0,189690.0,포시에스,KOSDAQ,2019.0,6.0,소프트웨어,0.77,0.05,500,100,1.4,38.619,"7,515,763","729,121,000",1790.0,1.0,52843662527.0,50248844799 ,5006158036.0,3.32,19745400273.0,25.35,6.56
8511.0,189690.0,포시에스,KOSDAQ,2020.0,6.0,소프트웨어,0.74,-,500,100,1.3,14.829,"7,880,323","760,577,000",2410.0,1.0,56958901690.0,54432508973 ,4787320283.0,7.79,21699494714.0,22.06,5.46
8512.0,189690.0,포시에스,KOSDAQ,2021.0,6.0,소프트웨어,0.44,-,500,100,1,19.405,"8,260,611","826,061,100",2685.0,1.0,63124385642.0,60395758247 ,4733386523.0,10.82,23704777222.0,19.97,3.6
8513.0,189690.0,포시에스,KOSDAQ,2022.0,6.0,소프트웨어,0.72,-,500,100,1.37,13.21,"8,673,641","867,364,100",2232.0,1.0,70305743225.0,66326813871 ,6656578450.0,11.38,29613557712.0,22.48,1.92
8514.0,189690.0,포시에스,KOSDAQ,2023.0,6.0,소프트웨어,0.63,-,500,100,1.08,17.467,"9,107,323","910,732,300",2520.0,1.0,74008044843.0,70691214853 ,5159258368.0,5.27,33247383815.0,15.52,3.65
8516.0,189860.0,서전기전,KOSDAQ,2016.0,12.0,전기·전자,0.71,-,500,110,1.09,38.432,"4,849,390","533,432,900",5000.0,1.0,40735424584.0,31392037725 ,2001442307.0,11.51,50190070479.0,3.99,3.44
8517.0,189860.0,서전기전,KOSDAQ,2018.0,12.0,전기·전자,0.77,-,500,50,1.2,14.398,"9,698,780","484,939,000",4285.0,1.0,52452887671.0,36912428061 ,5127706529.0,20.35,57324256918.0,8.95,4.02
8518.0,189860.0,서전기전,KOSDAQ,2019.0,12.0,전기·전자,0.5,-,500,30,0.8,21.779,"9,698,780","290,963,400",3780.0,1.0,56704265998.0,37763762996 ,1074529155.0,8.11,61071315171.0,1.76,3.64
8519.0,189860.0,서전기전,KOSDAQ,2020.0,12.0,전기·전자,0.36,-,500,30,0.95,11.46,"9,698,780","290,963,400",3165.0,,,,,,,,
8521.0,189980.0,흥국에프엔비,KOSDAQ,2016.0,12.0,음식료·담배,0.63,-,500,100,0.77,20.981,"7,341,291","702,237,500",2752.0,1.0,66906281688.0,55462065086 ,3922359412.0,-10.9,41377159905.0,9.48,8.63
8522.0,189980.0,흥국에프엔비,KOSDAQ,2017.0,12.0,음식료·담배,0.53,-,500,50,0.57,13.401,"7,341,291","351,118,750",1739.0,1.0,70226522857.0,57410130477 ,2877743257.0,4.96,44898941069.0,6.41,8.08
8523.0,189980.0,흥국에프엔비,KOSDAQ,2018.0,12.0,음식료·담배,0.7,-,500,100,1.6,25.434,"7,341,291","702,237,500",1291.0,1.0,81852143029.0,59733216653 ,4252029977.0,16.55,47651005341.0,8.92,6.84
8524.0,189980.0,흥국에프엔비,KOSDAQ,2019.0,12.0,음식료·담배,0.93,-,100,30,1.7,19.863,"36,706,455","1,053,356,250",1780.0,1.0,89302190707.0,64066641948 ,5813142782.0,9.1,53767238678.0,10.81,5.94
8525.0,189980.0,흥국에프엔비,KOSDAQ,2020.0,12.0,음식료·담배,0.82,-,100,20,1,9.031,"38,387,127","353,011,980",2115.0,1.0,92571786318.0,68816542529 ,2479235199.0,3.66,50414008855.0,4.92,2.39
