종목코드,연도,영업이익률,영업이익률 표준편차
108320,2023,6.79,5.96
108380,2015,11.62,
108380,2016,10.47,0.81
108380,2017,10.31,0.71
108380,2018,7.72,1.65
108380,2019,8.4,1.6
108380,2020,8.62,1.22
108380,2021,5.31,1.81
108380,2022,-7.58,6.88
108380,2023,2.42,6.66
108670,2015,5.42,
108670,2016,5.36,0.04
108670,2017,4.08,0.76
108670,2018,2.15,1.53
108670,2019,2.16,1.62
108670,2020,2.34,1.45
108670,2021,1.94,0.88
108670,2022,0.41,0.79
108670,2023,3.11,0.99
109080,2015,11.91,
109080,2016,12.03,0.08
109080,2017,11.81,0.11
109080,2018,15.26,1.67
109080,2019,10.99,1.65
109080,2020,7.69,2.71
109080,2021,17.56,3.84
109080,2022,26.95,7.36
109080,2023,3.78,9.11
109610,2015,5.71,
109610,2016,3.02,1.9
109610,2017,2.42,1.75
109610,2018,2.17,1.63
109610,2019,-2.21,2.85
109610,2020,-4.02,3.18
109610,2021,3.33,3.25
109610,2022,2.61,3.28
109610,2023,2.45,3.32
109740,2015,18.58,
109740,2016,7.8,7.62
109740,2017,13.08,5.39
109740,2018,18.89,5.25
109740,2019,7.16,5.63
109740,2020,-43.25,25.04
109740,2021,-12.97,25.3
109740,2022,-27.21,25.14
109740,2023,-13.58,18.71
109860,2015,8.72,
109860,2016,2.66,4.29
109860,2017,3.93,3.2
109860,2018,10.12,3.62
109860,2019,14.49,4.8
109860,2020,5.65,4.88
109860,2021,2.88,4.83
109860,2022,12.5,4.8
109860,2023,11.2,4.88
110790,2018,16.91,
110790,2019,14.53,1.68
110790,2020,17.04,1.41
110790,2021,23.17,3.69
110790,2022,20.6,3.41
110790,2023,12.56,4.33
110990,2018,7.54,
110990,2019,11.08,2.5
110990,2020,-6.76,9.45
110990,2021,-7.75,9.68
110990,2022,4.17,8.5
110990,2023,8.07,8.6
111110,2016,8.83,
111110,2017,4.6,2.99
111110,2018,3.43,2.84
111110,2019,6.24,2.34
111110,2020,0.53,3.1
111110,2021,5.98,2.32
111110,2022,8.46,3.04
111110,2023,7.95,3.15
111380,2023,13.08,
111710,2018,27.76,
111710,2019,36.95,6.5
111710,2020,42.06,7.25
111710,2021,53.41,10.7
111710,2022,58.23,12.33
111710,2023,47.81,8.53
111770,2015,12.42,
111770,2016,8.97,2.44
111770,2017,9.02,1.98
111770,2018,9.57,1.64
111770,2019,9.95,1.42
111770,2020,10.53,0.66
111770,2021,15.85,2.78
111770,2022,21.04,4.98
111770,2023,17.68,4.74
111870,2015,9.01,
111870,2016,8.51,0.35
111870,2017,8.34,0.35
111870,2018,1.91,3.37
111870,2019,-7.07,6.91
111870,2020,-67.97,32.33
111870,2021,-6.53,30.69
111870,2022,-35.13,28.79
111870,2023,-112.26,44.9
112040,2016,3.83,
112040,2017,5.45,1.15
112040,2018,-28.46,19.13
112040,2019,-8.21,15.64
112040,2020,-10.17,13.63
112040,2021,29.06,21.36
112040,2022,-18.33,21.8
112040,2023,-18.25,19.69
112290,2022,6.45,
112290,2023,-12.57,13.45
112610,2015,12.26,
112610,2016,-7.61,14.05
112610,2017,11.34,11.22
112610,2018,6.52,9.18
112610,2019,7.52,7.99
112610,2020,10.07,7.62
112610,2021,8.39,1.94
112610,2022,3.06,2.61
112610,2023,6.89,2.6
113810,2015,3.65,
113810,2016,3.95,0.21
113810,2017,-1.33,2.97
113810,2018,-2.2,3.23
113810,2019,-2.93,3.31
113810,2020,1.47,2.86
113810,2021,5.14,3.31
113810,2022,0.34,3.22
113810,2023,3.48,3.09
114090,2015,23.41,
114090,2016,27.58,2.95
114090,2017,21.58,3.08
114090,2018,21.87,2.77
114090,2019,19.73,2.96
114090,2020,-48.15,31.82
114090,2021,-171.39,83.87
114090,2022,-5.31,80.42
114090,2023,12.86,78.87
114450,2015,12.19,
114450,2016,11.62,0.4
114450,2017,5.65,3.62
114450,2018,-5.96,8.43
114450,2019,1.57,7.55
114450,2020,-7.77,8.06
114450,2021,-18.35,9.27
114450,2022,-10.84,7.26
114450,2023,-20.76,8.91
114630,2015,8.35,
114630,2016,13.69,3.78
114630,2017,3.56,5.07
114630,2018,1.92,5.3
114630,2019,-0.31,5.6
114630,2020,10.75,6.0
114630,2021,8.72,4.65
114630,2022,7.71,4.72
114630,2023,7.01,4.2
114840,2021,7.82,
114840,2022,11.14,2.35
114840,2023,16.14,4.19
115160,2015,3.4,
115160,2016,1.49,1.35
115160,2017,0.5,1.47
115160,2018,-2.65,2.53
115160,2019,1.95,2.26
115160,2020,1.54,1.88
115160,2021,-7.81,4.06
115160,2022,-0.76,3.96
115160,2023,1.72,4.14
115310,2015,60.55,
115310,2016,59.59,0.68
115310,2017,55.28,2.81
115310,2018,54.86,2.92
115310,2019,49.4,4.44
115310,2020,42.25,6.67
115310,2021,32.69,9.53
115310,2022,32.81,9.88
115310,2023,34.04,7.39
115440,2015,12.6,
115440,2016,5.09,5.31
115440,2017,6.25,4.04
115440,2018,2.24,4.37
115440,2019,3.83,3.98
115440,2020,-6.22,4.96
115440,2021,3.92,4.81
115440,2022,-11.16,6.84
115440,2023,7.12,7.79
115500,2015,5.03,
115500,2016,4.38,0.46
115500,2017,4.03,0.51
115500,2018,9.5,2.54
115500,2019,8.69,2.57
115500,2020,8.06,2.54
115500,2021,10.53,2.49
115500,2022,1.31,3.65
115500,2023,6.61,3.5
115570,2015,10.04,
115570,2016,11.86,1.29
115570,2017,2.99,4.68
115570,2018,0.08,5.61
115570,2019,1.44,5.31
115570,2020,-6.44,6.58
115570,2021,-4.41,4.0
115570,2022,3.81,4.23
115570,2023,-4.82,4.44
117580,2015,1.74,
117580,2016,2.61,0.62
117580,2017,2.6,0.5
117580,2018,2.07,0.43
117580,2019,3.13,0.54
117580,2020,3.54,0.56
117580,2021,2.08,0.65
117580,2022,0.09,1.34
117580,2023,2.04,1.34
117670,2015,3.21,
117670,2016,-2.42,3.98
117670,2017,-9.02,6.12
117670,2018,-7.2,5.47
117670,2019,-5.04,4.77
117670,2020,-10.81,3.29
117670,2021,-6.72,2.22
117670,2022,-3.43,2.76
117670,2023,-3.48,3.06
118990,2017,10.42,
118990,2018,-0.18,7.5
118990,2019,-0.84,6.32
118990,2020,3.01,5.16
118990,2021,8.09,4.99
118990,2022,10.35,4.97
118990,2023,10.02,4.88
119500,2015,1.24,
119500,2016,5.16,2.77
119500,2017,5.79,2.47
119500,2018,3.87,2.02
119500,2019,4.16,1.75
119500,2020,3.68,0.91
119500,2021,3.4,0.94
119500,2022,2.9,0.48
119500,2023,3.01,0.51
119610,2015,27.35,
119610,2016,31.62,3.02
119610,2017,30.06,2.16
119610,2018,21.56,4.43
119610,2019,24.43,4.09
119610,2020,17.17,5.98
119610,2021,21.05,4.79
119610,2022,20.52,2.6
119610,2023,15.03,3.64
119650,2016,3.33,
119650,2017,2.05,0.91
119650,2018,2.06,0.74
119650,2019,2.83,0.63
119650,2020,-13.63,7.26
119650,2021,1.31,7.04
119650,2022,0.86,6.93
119650,2023,-4.83,6.77
119830,2015,-6.58,
119830,2016,8.3,10.52
119830,2017,9.6,8.99
119830,2018,8.08,7.65
119830,2019,5.07,6.63
119830,2020,6.12,1.81
119830,2021,4.94,2.02
119830,2022,0.94,2.61
119830,2023,-8.62,6.09
119850,2015,8.34,
119850,2016,9.3,0.68
119850,2017,6.93,1.19
119850,2018,5.17,1.8
119850,2019,5.38,1.81
119850,2020,4.24,1.98
119850,2021,3.8,1.21
119850,2022,4.1,0.7
119850,2023,6.62,1.17
120030,2015,26.56,
120030,2016,27.22,0.47
120030,2017,26.76,0.34
120030,2018,21.73,2.57
120030,2019,22.05,2.73
120030,2020,21.35,2.91
120030,2021,20.74,2.42
120030,2022,14.09,3.34
120030,2023,15.88,3.59
120110,2015,5.77,
120110,2016,6.07,0.21
120110,2017,4.3,0.95
120110,2018,3.05,1.4
120110,2019,3.92,1.27
120110,2020,3.78,1.13
120110,2021,5.42,0.87
120110,2022,4.52,0.89
120110,2023,3.11,0.87
120240,2015,14.04,
120240,2016,13.81,0.16
120240,2017,13.56,0.24
120240,2018,12.52,0.67
120240,2019,13.02,0.62
120240,2020,12.63,0.57
120240,2021,8.88,1.86
120240,2022,12.0,1.68
120240,2023,11.79,1.63
121440,2015,-5.68,
121440,2016,15.21,14.77
121440,2017,8.62,10.68
121440,2018,0.5,9.15
121440,2019,-1.58,8.4
121440,2020,10.27,7.0
121440,2021,17.52,7.74
121440,2022,19.32,9.55
121440,2023,12.44,8.23
121600,2015,21.09,
121600,2016,15.31,4.09
121600,2017,18.72,2.91
121600,2018,16.75,2.51
121600,2019,10.52,3.98
121600,2020,3.02,6.28
121600,2021,9.37,6.26
121600,2022,21.05,6.97
121600,2023,14.3,6.64
121850,2015,-5.76,
121850,2016,2.52,5.85
121850,2017,-28.53,16.08
121850,2018,-38.69,19.23
121850,2019,-7.95,17.2
121850,2020,-5.29,17.27
121850,2021,-58.14,22.02
121850,2022,-74.31,30.38
121850,2023,-25.03,30.78
121890,2015,4.15,
121890,2016,-11.52,11.08
121890,2017,-13.58,9.7
121890,2018,-10.13,8.07
121890,2019,-11.26,7.16
121890,2020,-4.06,3.6
121890,2021,7.8,8.6
121890,2022,-3.25,7.58
121890,2023,4.82,7.6
122310,2018,19.47,
122310,2019,22.53,2.16
122310,2020,18.03,2.3
122310,2021,20.15,1.88
122310,2022,18.06,1.85
122310,2023,13.03,3.51
122350,2015,8.59,
122350,2016,7.01,1.12
122350,2017,4.55,2.04
122350,2018,1.98,2.89
122350,2019,1.92,2.98
122350,2020,-0.75,2.95
122350,2021,-0.75,2.22
122350,2022,2.19,1.53
122350,2023,1.45,1.45
122450,2015,14.26,
122450,2016,16.83,1.82
122450,2017,17.63,1.76
122450,2018,17.99,1.68
122450,2019,17.4,1.49
122450,2020,20.7,1.51
122450,2021,25.65,3.49
122450,2022,24.1,3.65
122450,2023,15.39,4.33
122690,2015,1.18,
122690,2016,0.96,0.16
122690,2017,-0.62,0.98
122690,2018,-0.97,1.09
122690,2019,0.37,0.95
122690,2020,0.26,0.78
122690,2021,1.23,0.87
122690,2022,2.21,1.19
122690,2023,3.01,1.19
122870,2015,11.29,
122870,2016,9.92,0.97
122870,2017,7.2,2.08
122870,2018,3.32,3.51
122870,2019,0.77,4.42
122870,2020,4.21,3.55
122870,2021,14.22,5.17
122870,2022,11.92,5.84
122870,2023,15.27,6.43
122900,2015,2.03,
122900,2016,1.78,0.18
122900,2017,1.1,0.48
122900,2018,1.23,0.44
122900,2019,1.78,0.4
122900,2020,1.43,0.31
122900,2021,1.45,0.26
122900,2022,1.57,0.2
122900,2023,1.49,0.14
122990,2015,10.28,
122990,2016,9.88,0.28
122990,2017,11.78,1.0
122990,2018,12.36,1.18
122990,2019,10.79,1.03
122990,2020,5.36,2.78
122990,2021,3.75,3.96
122990,2022,-3.75,6.39
122990,2023,3.65,5.2
123040,2015,5.45,
123040,2016,5.5,0.04
123040,2017,3.38,1.21
123040,2018,3.07,1.31
123040,2019,5.24,1.2
123040,2020,2.21,1.43
123040,2021,3.37,1.11
123040,2022,7.36,2.06
123040,2023,8.4,2.6
123410,2015,4.45,
123410,2016,4.49,0.03
123410,2017,0.29,2.41
123410,2018,1.74,2.08
123410,2019,1.87,1.84
123410,2020,1.51,1.54
123410,2021,2.04,0.7
123410,2022,3.47,0.78
123410,2023,4.99,1.44
123570,2016,11.93,
123570,2017,14.52,1.83
123570,2018,17.54,2.81
123570,2019,21.02,3.92
123570,2020,18.55,3.55
123570,2021,28.08,5.11
123570,2022,21.1,4.12
123570,2023,10.47,6.33
123700,2015,12.98,
123700,2016,8.1,3.45
123700,2017,5.15,3.95
123700,2018,0.48,5.24
123700,2019,4.09,4.69
123700,2020,4.9,2.73
123700,2021,5.31,2.02
123700,2022,3.93,1.91
123700,2023,6.65,1.1
123840,2015,16.25,
123840,2016,-4.98,15.01
123840,2017,-15.56,16.2
123840,2018,0.59,13.27
123840,2019,-31.95,18.01
123840,2020,-55.77,22.8
123840,2021,-73.56,29.88
123840,2022,-115.18,43.55
123840,2023,-217.41,72.96
123860,2015,10.46,
123860,2016,7.24,2.28
123860,2017,5.72,2.42
123860,2018,-15.57,11.85
123860,2019,-38.82,20.93
123860,2020,-22.21,19.48
123860,2021,16.14,22.0
123860,2022,-16.2,19.94
123860,2023,6.25,22.14
124560,2019,5.24,
124560,2020,4.29,0.67
124560,2021,8.44,2.17
124560,2022,8.78,2.26
124560,2023,4.68,2.15
126340,2020,13.63,
126340,2021,11.49,1.51
126340,2022,13.23,1.14
126340,2023,5.52,3.75
126560,2015,15.58,
126560,2016,16.86,0.91
126560,2017,16.97,0.77
126560,2018,16.13,0.65
126560,2019,13.93,1.24
126560,2020,7.1,4.15
126560,2021,5.42,5.31
126560,2022,6.17,4.92
126560,2023,1.45,4.52
126600,2015,10.83,
126600,2016,10.87,0.03
126600,2017,6.2,2.68
126600,2018,3.92,3.47
126600,2019,5.0,3.28
126600,2020,7.65,2.7
126600,2021,10.95,2.73
126600,2022,6.05,2.74
126600,2023,6.02,2.33
126640,2015,2.22,
126640,2016,2.17,0.04
126640,2017,1.41,0.45
126640,2018,0.72,0.71
126640,2019,1.73,0.62
126640,2020,2.67,0.74
126640,2021,2.14,0.74
126640,2022,2.92,0.87
126640,2023,2.42,0.46
126700,2015,7.61,
126700,2016,6.02,1.12
126700,2017,16.63,5.72
126700,2018,10.97,4.69
126700,2019,2.72,5.29
126700,2020,6.99,5.34
126700,2021,15.94,5.92
126700,2022,12.69,5.13
126700,2023,16.88,6.05
126720,2022,16.67,
126720,2023,15.47,0.85
126880,2015,5.35,
126880,2016,1.78,2.52
126880,2017,0.92,2.35
126880,2018,3.24,1.94
126880,2019,7.67,2.74
126880,2020,3.62,2.6
126880,2021,1.02,2.74
126880,2022,3.51,2.4
126880,2023,2.48,2.47
127710,2015,11.36,
127710,2016,16.22,3.44
127710,2017,11.76,2.7
127710,2018,14.99,2.39
127710,2019,8.54,3.06
127710,2020,7.57,3.82
127710,2021,10.05,2.93
127710,2022,-1.34,5.93
127710,2023,-30.59,17.04
127980,2022,6.39,
127980,2023,6.24,0.11
128660,2015,7.56,
128660,2016,1.48,4.3
128660,2017,4.45,3.04
128660,2018,3.14,2.57
128660,2019,3.09,2.28
128660,2020,5.03,1.38
128660,2021,10.23,2.94
128660,2022,3.86,2.99
128660,2023,2.62,3.08
128940,2015,16.08,
128940,2016,3.03,9.23
128940,2017,8.96,6.53
128940,2018,8.23,5.36
128940,2019,9.33,4.65
128940,2020,4.55,2.85
128940,2021,10.42,2.24
128940,2022,11.87,2.77
128940,2023,14.8,3.76
129260,2015,4.88,
129260,2016,2.31,1.82
129260,2017,2.97,1.33
129260,2018,1.91,1.32
129260,2019,1.36,1.36
129260,2020,1.67,0.62
129260,2021,3.4,0.88
129260,2022,4.92,1.49
129260,2023,3.77,1.49
130500,2015,3.47,
130500,2016,4.22,0.53
130500,2017,4.32,0.46
130500,2018,1.03,1.53
130500,2019,2.42,1.38
130500,2020,1.43,1.53
130500,2021,3.3,1.35
130500,2022,3.71,1.16
130500,2023,5.29,1.45
130580,2015,19.25,
130580,2016,19.04,0.15
130580,2017,19.99,0.5
130580,2018,20.03,0.51
130580,2019,16.55,1.42
130580,2020,17.14,1.62
130580,2021,19.1,1.62
130580,2022,16.81,1.55
130580,2023,16.14,1.15
130660,2015,8.64,
130660,2016,4.88,2.66
130660,2017,5.54,2.01
130660,2018,4.26,1.94
130660,2019,6.87,1.75
130660,2020,5.78,0.98
130660,2021,5.46,0.93
130660,2022,5.39,0.93
130660,2023,7.17,0.83
130740,2015,6.39,
130740,2016,7.09,0.49
130740,2017,2.52,2.46
130740,2018,1.43,2.8
130740,2019,0.63,2.94
130740,2020,1.0,2.64
130740,2021,0.59,0.79
130740,2022,-1.98,1.34
130740,2023,-3.55,2.0
131030,2015,26.76,
131030,2016,25.45,0.93
131030,2017,25.33,0.79
131030,2018,21.59,2.22
131030,2019,25.13,1.93
131030,2020,25.49,1.69
131030,2021,18.27,3.18
131030,2022,8.96,6.78
131030,2023,11.3,7.64
131090,2015,5.45,
131090,2016,10.49,3.56
131090,2017,18.26,6.45
131090,2018,12.55,5.3
131090,2019,27.72,8.51
131090,2020,28.64,8.4
131090,2021,41.55,11.09
131090,2022,38.71,11.41
131090,2023,30.83,6.25
131180,2015,12.08,
131180,2016,9.69,1.69
131180,2017,4.85,3.68
131180,2018,0.22,5.27
131180,2019,2.01,5.02
131180,2020,3.28,3.6
131180,2021,5.78,2.22
131180,2022,6.13,2.51
131180,2023,-3.46,3.87
131220,2015,-0.37,
131220,2016,3.56,2.78
131220,2017,4.67,2.65
131220,2018,5.51,2.6
131220,2019,3.99,2.27
131220,2020,5.85,0.97
131220,2021,8.85,1.87
131220,2022,10.0,2.49
131220,2023,8.37,2.44
131290,2015,0.39,
131290,2016,-9.99,7.34
131290,2017,12.28,11.14
131290,2018,8.04,9.78
131290,2019,10.79,9.21
131290,2020,14.96,9.94
131290,2021,17.76,3.75
131290,2022,16.69,4.11
131290,2023,-0.96,7.64
131370,2015,-14.06,
131370,2016,-1.1,9.16
131370,2017,14.91,14.51
131370,2018,22.18,16.26
131370,2019,20.36,15.57
131370,2020,39.84,14.72
131370,2021,33.27,10.17
131370,2022,14.91,10.17
131370,2023,15.73,11.15
131400,2015,-17.63,
131400,2016,-7.05,7.48
131400,2017,5.42,11.54
131400,2018,4.22,10.82
131400,2019,1.88,9.7
131400,2020,-9.57,6.83
131400,2021,3.62,6.11
131400,2022,-4.93,6.04
131400,2023,-9.19,6.14
131970,2015,-9.81,
131970,2016,-4.66,3.64
131970,2017,20.91,16.45
131970,2018,28.73,18.9
131970,2019,24.98,17.9
131970,2020,23.06,13.32
131970,2021,26.04,2.96
131970,2022,24.19,2.16
131970,2023,17.95,3.15
133750,2015,15.48,
133750,2016,1.26,10.06
133750,2017,-3.05,9.7
133750,2018,2.51,7.98
133750,2019,-1.05,7.28
133750,2020,8.63,4.44
133750,2021,9.68,5.68
133750,2022,3.1,4.49
133750,2023,-10.93,8.38
134380,2015,9.38,
134380,2016,11.46,1.47
134380,2017,8.98,1.33
134380,2018,5.9,2.29
134380,2019,10.01,2.04
134380,2020,10.08,2.09
134380,2021,6.47,1.98
134380,2022,8.07,1.94
134380,2023,10.71,1.76
134580,2015,4.28,
134580,2016,-9.41,9.68
134580,2017,-23.05,13.67
134580,2018,3.47,12.88
134580,2019,-13.8,11.66
134580,2020,-17.4,10.01
134580,2021,-21.69,10.68
134580,2022,1.51,11.39
134580,2023,-13.83,8.76
134790,2015,-17.17,
134790,2016,-4.23,9.15
134790,2017,-1.9,8.23
134790,2018,3.05,8.62
134790,2019,4.48,8.6
134790,2020,8.68,5.15
134790,2021,5.04,3.84
134790,2022,0.02,3.15
134790,2023,-0.96,3.94
136480,2015,0.63,
136480,2016,2.47,1.3
136480,2017,2.08,0.97
136480,2018,0.18,1.11
136480,2019,-5.39,3.16
136480,2020,0.68,3.16
136480,2021,2.87,3.24
136480,2022,3.49,3.51
136480,2023,2.87,3.68
136490,2015,4.62,
136490,2016,6.55,1.36
136490,2017,6.7,1.16
136490,2018,3.81,1.43
136490,2019,3.96,1.4
136490,2020,7.98,1.84
136490,2021,5.02,1.81
136490,2022,3.77,1.79
136490,2023,5.12,1.68
136540,2015,12.36,
136540,2016,11.49,0.62
136540,2017,10.36,1.0
136540,2018,15.46,2.19
136540,2019,18.75,3.41
136540,2020,19.95,4.26
136540,2021,21.74,4.48
136540,2022,21.67,2.59
136540,2023,21.61,1.34
137080,2021,17.11,
137080,2022,2.22,10.53
137080,2023,-28.32,23.16
137310,2021,46.55,
137310,2022,39.11,5.26
137310,2023,-37.84,46.72
137400,2015,-0.21,
137400,2016,6.88,5.01
137400,2017,6.86,4.09
137400,2018,1.46,3.67
137400,2019,0.46,3.5
137400,2020,14.18,5.47
137400,2021,14.4,6.68
137400,2022,18.61,8.29
137400,2023,14.1,6.91
137940,2015,10.32,
137940,2016,9.37,0.67
137940,2017,2.17,4.46
137940,2018,9.61,3.82
137940,2019,4.19,3.69
137940,2020,-29.76,16.46
137940,2021,-40.17,22.54
137940,2022,-14.6,21.34
137940,2023,-68.56,27.37
137950,2015,3.67,
137950,2016,10.61,4.91
137950,2017,3.37,4.1
137950,2018,4.98,3.37
137950,2019,6.41,2.94
137950,2020,7.17,2.71
137950,2021,10.12,2.53
137950,2022,8.34,1.95
137950,2023,7.35,1.43
138070,2015,10.58,
138070,2016,4.32,4.43
138070,2017,9.6,3.37
138070,2018,7.25,2.79
138070,2019,5.77,2.6
138070,2020,-0.32,3.71
138070,2021,6.76,3.71
138070,2022,10.13,3.85
138070,2023,6.62,3.8
138080,2015,0.85,
138080,2016,5.92,3.59
138080,2017,-2.5,4.24
138080,2018,0.29,3.51
138080,2019,27.71,12.26
138080,2020,7.11,11.86
138080,2021,1.68,12.17
138080,2022,-11.31,14.31
138080,2023,-67.56,35.9
138360,2015,7.28,
138360,2016,-10.45,12.54
138360,2017,1.59,9.05
138360,2018,-29.96,16.47
138360,2019,0.9,14.79
138360,2020,-89.22,37.87
138360,2021,7.98,40.5
138360,2022,6.01,41.18
138360,2023,-22.35,40.9
138490,2015,5.67,
138490,2016,7.52,1.31
138490,2017,7.48,1.06
138490,2018,6.03,0.96
138490,2019,3.12,1.8
138490,2020,1.31,2.77
138490,2021,6.83,2.63
138490,2022,8.89,3.02
138490,2023,7.41,3.17
139480,2015,3.69,
139480,2016,3.7,0.01
139480,2017,3.57,0.07
139480,2018,2.71,0.48
139480,2019,0.79,1.25
139480,2020,1.08,1.37
139480,2021,1.27,1.2
139480,2022,0.46,0.87
139480,2023,-0.16,0.56
140070,2016,19.59,
140070,2017,23.92,3.06
140070,2018,18.6,2.83
140070,2019,2.46,9.41
140070,2020,12.28,8.33
140070,2021,14.88,7.99
140070,2022,13.58,6.02
140070,2023,7.85,5.08
140520,2015,1.49,
140520,2016,-0.47,1.39
140520,2017,1.77,1.22
140520,2018,1.23,1.01
140520,2019,2.08,1.0
140520,2020,-1.4,1.51
140520,2021,3.33,1.75
140520,2022,1.27,1.73
140520,2023,1.36,1.73
140670,2017,4.48,
140670,2018,1.1,2.39
140670,2019,0.18,2.26
140670,2020,-1.57,2.54
140670,2021,2.47,2.29
140670,2022,1.87,1.58
140670,2023,-4.01,2.64
140860,2015,11.83,
140860,2016,14.16,1.65
140860,2017,18.34,3.3
140860,2018,13.6,2.76
140860,2019,15.46,2.43
140860,2020,21.03,3.12
140860,2021,20.62,3.23
140860,2022,26.22,5.0
140860,2023,19.03,3.89
141000,2015,18.46,
141000,2016,18.35,0.08
141000,2017,20.66,1.3
141000,2018,22.63,2.04
141000,2019,7.58,5.84
141000,2020,18.06,5.83
141000,2021,14.35,5.95
141000,2022,19.68,5.79
141000,2023,-6.01,10.45
142210,2015,8.64,
142210,2016,5.73,2.06
142210,2017,3.02,2.81
142210,2018,2.67,2.78
142210,2019,3.6,2.49
142210,2020,2.14,1.39
142210,2021,2.57,0.55
142210,2022,5.88,1.5
142210,2023,5.17,1.62
143160,2015,9.25,
143160,2016,-0.93,7.2
143160,2017,-5.18,7.42
143160,2018,0.24,6.07
143160,2019,2.95,5.34
143160,2020,9.47,5.42
143160,2021,8.95,6.15
143160,2022,10.32,4.5
143160,2023,8.14,2.91
143210,2016,8.75,
143210,2017,5.2,2.51
143210,2018,1.75,3.5
143210,2019,3.03,3.06
143210,2020,-0.91,3.65
143210,2021,-8.92,5.47
143210,2022,-8.57,5.68
143210,2023,-2.87,5.12
143240,2015,14.98,
143240,2016,18.17,2.26
143240,2017,19.0,2.12
144510,2016,4.71,
144510,2017,3.6,0.78
144510,2018,0.86,1.98
144510,2019,-5.62,4.63
144510,2020,7.52,4.99
144510,2021,21.59,10.15
144510,2022,18.75,11.57
144510,2023,2.17,11.36
144960,2016,18.63,
144960,2017,21.79,2.23
144960,2018,16.08,2.86
144960,2019,6.07,6.8
144960,2020,10.03,6.4
144960,2021,7.89,6.48
144960,2022,4.0,4.63
144960,2023,4.59,2.47
145210,2016,2.68,
145210,2017,-2.55,3.7
145210,2018,-22.35,13.2
145210,2019,-10.57,10.9
145210,2020,-12.75,9.65
145210,2021,-34.54,12.28
145210,2022,-12.43,10.06
145210,2023,-13.07,10.04
145720,2016,23.77,
145720,2017,27.27,2.47
145720,2018,22.52,2.46
145720,2019,17.68,3.97
145720,2020,17.23,4.25
145720,2021,23.97,4.27
145720,2022,35.32,7.31
145720,2023,35.17,8.96
145990,2015,5.24,
145990,2016,7.36,1.5
145990,2017,4.35,1.55
145990,2018,4.57,1.37
145990,2019,3.89,1.36
145990,2020,5.44,1.37
145990,2021,3.46,0.75
145990,2022,3.09,0.93
145990,2023,4.27,0.9
147830,2015,16.5,
147830,2016,19.14,1.87
147830,2017,8.85,5.34
147830,2018,9.54,5.1
147830,2019,5.48,5.69
147830,2020,11.66,5.1
147830,2021,18.18,4.71
147830,2022,16.2,5.11
147830,2023,13.6,4.89
148150,2019,8.31,
148150,2020,0.91,5.23
148150,2021,6.47,3.85
148150,2022,3.07,3.33
148150,2023,11.88,4.32
148250,2016,8.94,
148250,2017,4.96,2.81
148250,2018,8.93,2.29
148250,2019,13.55,3.51
148250,2020,17.07,4.69
148250,2021,7.32,4.89
148250,2022,0.14,6.45
148250,2023,-9.87,10.8
149950,2015,12.91,
149950,2016,13.52,0.43
149950,2017,16.62,1.99
149950,2018,7.49,3.8
149950,2019,7.2,4.09
149950,2020,4.89,4.91
149950,2021,-2.96,7.0
149950,2022,-7.31,6.65
149950,2023,2.9,5.96
149980,2016,2.24,
149980,2017,9.64,5.23
149980,2018,-0.14,5.1
149980,2019,12.98,6.16
149980,2020,9.51,5.54
149980,2021,21.26,7.69
149980,2022,12.99,7.73
149980,2023,15.62,4.37
150900,2015,1.04,
150900,2016,-36.44,26.5
150900,2017,4.44,22.68
150900,2018,4.75,20.0
150900,2019,-10.24,17.4
150900,2020,-3.4,16.97
150900,2021,10.03,7.95
150900,2022,11.78,9.29
150900,2023,8.94,9.71
151860,2015,13.8,
151860,2016,11.96,1.3
151860,2017,12.72,0.92
151860,2018,11.03,1.17
151860,2019,9.87,1.51
151860,2020,12.39,1.15
151860,2021,9.21,1.53
151860,2022,7.2,1.95
151860,2023,4.27,3.04
155650,2015,5.49,
155650,2016,8.84,2.37
155650,2017,12.98,3.75
155650,2018,9.19,3.06
155650,2019,-3.54,6.25
155650,2020,7.29,6.23
155650,2021,7.84,6.17
155650,2022,9.8,5.49
155650,2023,7.71,5.32
155660,2015,5.93,
155660,2016,6.64,0.5
155660,2017,6.14,0.36
155660,2018,4.2,1.06
155660,2019,4.51,1.07
155660,2020,5.23,1.04
155660,2021,4.94,0.75
155660,2022,9.74,2.28
155660,2023,8.33,2.34
158430,2019,12.68,
158430,2020,7.13,3.92
158430,2021,21.12,7.04
158430,2022,17.98,6.15
158430,2023,20.74,5.96
159580,2015,-0.16,
159580,2016,-5.3,3.63
159580,2017,-1.38,2.69
159580,2018,-2.69,2.2
159580,2019,5.26,3.91
159580,2020,0.4,3.95
159580,2021,2.08,3.11
159580,2022,10.33,4.97
159580,2023,3.35,3.82
160980,2015,7.18,
160980,2016,10.06,2.04
160980,2017,14.48,3.68
160980,2018,11.73,3.06
160980,2019,2.37,4.63
160980,2020,13.29,4.78
160980,2021,13.38,4.95
160980,2022,10.85,4.57
160980,2023,4.54,5.12
161000,2015,3.54,
161000,2016,8.64,3.61
161000,2017,7.83,2.74
161000,2018,5.04,2.38
161000,2019,4.61,2.19
161000,2020,6.33,1.74
161000,2021,5.94,1.26
161000,2022,4.37,0.85
161000,2023,2.51,1.51
161390,2015,13.77,
161390,2016,16.66,2.04
161390,2017,11.65,2.51
